Source;Target;Type;Weight
AGR_Audience244-F_001;AGR_Audience257-BIS_005;Undirected;0.102
AGR_Audience244-F_001;AGR_Audience257-BIS_006;Undirected;0.061
AGR_Audience244-F_001;AGR_Audience257-BIS_007;Undirected;0.119
AGR_Audience244-F_001;AGR_Audience257-BIS_008;Undirected;0.053
AGR_Audience244-F_001;AGR_Audience257-BIS_009;Undirected;0.017
AGR_Audience244-F_001;AGR_Audience257-BIS_010;Undirected;0.07
AGR_Audience244-F_001;AGR_Audience257-BIS_011;Undirected;0.057
AGR_Audience244-F_001;AGR_Audience257-BIS_012;Undirected;0.074
AGR_Audience244-F_001;AGR_Audience257-BIS_014;Undirected;0.041
AGR_Audience244-F_001;AGR_Audience257-BIS_015;Undirected;0.038
AGR_Audience244-F_001;AGR_Audience257-BIS_016;Undirected;0.05
AGR_Audience244-F_001;AGR_Audience257-BIS_017;Undirected;0.038
AGR_Audience244-F_001;AGR_Audience257-BIS_018;Undirected;0.051
AGR_Audience244-F_001;AGR_Audience257-BIS_019;Undirected;0.067
AGR_Audience244-F_001;AGR_Audience257-BIS_020;Undirected;0.054
AGR_Audience244-F_001;AGR_Audience257-BIS_021;Undirected;0.08
AGR_Audience244-F_001;AGR_Audience257-BIS_022;Undirected;0.036
AGR_Audience244-F_001;AGR_Audience257-BIS_023;Undirected;0.03
AGR_Audience244-F_001;AGR_Audience257-BIS_024;Undirected;0.025
AGR_Audience244-F_001;AGR_Audience257-BIS_025;Undirected;0.053
AGR_Audience244-F_001;AGR_Audience257-BIS_026;Undirected;0.032
AGR_Audience244-F_001;AGR_Audience257-BIS_027;Undirected;0.067
AGR_Audience244-F_001;AGR_Audience257-BIS_028;Undirected;0.055
AGR_Audience244-F_001;AGR_Audience1398-6_001;Undirected;0.053
AGR_Audience257-BIS_001;AGR_Audience257-BIS_002;Undirected;0.131
AGR_Audience257-BIS_001;AGR_Audience257-BIS_003;Undirected;0.047
AGR_Audience257-BIS_001;AGR_Audience257-BIS_004;Undirected;0.099
AGR_Audience257-BIS_001;AGR_Audience257-BIS_005;Undirected;0.071
AGR_Audience257-BIS_001;AGR_Audience257-BIS_006;Undirected;0.151
AGR_Audience257-BIS_001;AGR_Audience257-BIS_007;Undirected;0.026
AGR_Audience257-BIS_001;AGR_Audience257-BIS_008;Undirected;0.096
AGR_Audience257-BIS_001;AGR_Audience257-BIS_009;Undirected;0.045
AGR_Audience257-BIS_001;AGR_Audience257-BIS_010;Undirected;0.112
AGR_Audience257-BIS_001;AGR_Audience257-BIS_011;Undirected;0.212
AGR_Audience257-BIS_001;AGR_Audience257-BIS_012;Undirected;0.059
AGR_Audience257-BIS_001;AGR_Audience257-BIS_014;Undirected;0.086
AGR_Audience257-BIS_001;AGR_Audience257-BIS_015;Undirected;0.0
AGR_Audience257-BIS_001;AGR_Audience257-BIS_016;Undirected;0.076
AGR_Audience257-BIS_001;AGR_Audience257-BIS_017;Undirected;0.15
AGR_Audience257-BIS_001;AGR_Audience257-BIS_018;Undirected;0.116
AGR_Audience257-BIS_001;AGR_Audience257-BIS_019;Undirected;0.108
AGR_Audience257-BIS_001;AGR_Audience257-BIS_020;Undirected;0.084
AGR_Audience257-BIS_001;AGR_Audience257-BIS_021;Undirected;0.097
AGR_Audience257-BIS_001;AGR_Audience257-BIS_022;Undirected;0.117
AGR_Audience257-BIS_001;AGR_Audience257-BIS_023;Undirected;0.059
AGR_Audience257-BIS_001;AGR_Audience257-BIS_024;Undirected;0.084
AGR_Audience257-BIS_001;AGR_Audience257-BIS_025;Undirected;0.029
AGR_Audience257-BIS_001;AGR_Audience257-BIS_026;Undirected;0.036
AGR_Audience257-BIS_001;AGR_Audience257-BIS_027;Undirected;0.059
AGR_Audience257-BIS_001;AGR_Audience257-BIS_028;Undirected;0.089
AGR_Audience257-BIS_001;AGR_Audience1398-6_001;Undirected;0.012
AGR_Audience257-BIS_002;AGR_Audience257-BIS_003;Undirected;0.147
AGR_Audience257-BIS_002;AGR_Audience257-BIS_004;Undirected;0.07
AGR_Audience257-BIS_002;AGR_Audience257-BIS_005;Undirected;0.239
AGR_Audience257-BIS_002;AGR_Audience257-BIS_006;Undirected;0.145
AGR_Audience257-BIS_002;AGR_Audience257-BIS_007;Undirected;0.16
AGR_Audience257-BIS_002;AGR_Audience257-BIS_008;Undirected;0.189
AGR_Audience257-BIS_002;AGR_Audience257-BIS_009;Undirected;0.071
AGR_Audience257-BIS_002;AGR_Audience257-BIS_010;Undirected;0.191
AGR_Audience257-BIS_002;AGR_Audience257-BIS_011;Undirected;0.173
AGR_Audience257-BIS_002;AGR_Audience257-BIS_012;Undirected;0.207
AGR_Audience257-BIS_002;AGR_Audience257-BIS_014;Undirected;0.195
AGR_Audience257-BIS_002;AGR_Audience257-BIS_015;Undirected;0.087
AGR_Audience257-BIS_002;AGR_Audience257-BIS_016;Undirected;0.18
AGR_Audience257-BIS_002;AGR_Audience257-BIS_017;Undirected;0.076
AGR_Audience257-BIS_002;AGR_Audience257-BIS_018;Undirected;0.175
AGR_Audience257-BIS_002;AGR_Audience257-BIS_019;Undirected;0.178
AGR_Audience257-BIS_002;AGR_Audience257-BIS_020;Undirected;0.206
AGR_Audience257-BIS_002;AGR_Audience257-BIS_021;Undirected;0.11
AGR_Audience257-BIS_002;AGR_Audience257-BIS_022;Undirected;0.098
AGR_Audience257-BIS_002;AGR_Audience257-BIS_023;Undirected;0.249
AGR_Audience257-BIS_002;AGR_Audience257-BIS_024;Undirected;0.098
AGR_Audience257-BIS_002;AGR_Audience257-BIS_025;Undirected;0.086
AGR_Audience257-BIS_002;AGR_Audience257-BIS_026;Undirected;0.056
AGR_Audience257-BIS_002;AGR_Audience257-BIS_027;Undirected;0.17
AGR_Audience257-BIS_002;AGR_Audience257-BIS_028;Undirected;0.163
AGR_Audience257-BIS_002;AGR_Audience1398-6_001;Undirected;0.023
AGR_Audience257-BIS_003;AGR_Audience257-BIS_004;Undirected;0.079
AGR_Audience257-BIS_003;AGR_Audience257-BIS_005;Undirected;0.158
AGR_Audience257-BIS_003;AGR_Audience257-BIS_006;Undirected;0.093
AGR_Audience257-BIS_003;AGR_Audience257-BIS_007;Undirected;0.079
AGR_Audience257-BIS_003;AGR_Audience257-BIS_008;Undirected;0.142
AGR_Audience257-BIS_003;AGR_Audience257-BIS_009;Undirected;0.074
AGR_Audience257-BIS_003;AGR_Audience257-BIS_010;Undirected;0.086
AGR_Audience257-BIS_003;AGR_Audience257-BIS_011;Undirected;0.145
AGR_Audience257-BIS_003;AGR_Audience257-BIS_012;Undirected;0.107
AGR_Audience257-BIS_003;AGR_Audience257-BIS_014;Undirected;0.088
AGR_Audience257-BIS_003;AGR_Audience257-BIS_015;Undirected;0.038
AGR_Audience257-BIS_003;AGR_Audience257-BIS_016;Undirected;0.126
AGR_Audience257-BIS_003;AGR_Audience257-BIS_017;Undirected;0.116
AGR_Audience257-BIS_003;AGR_Audience257-BIS_018;Undirected;0.12
AGR_Audience257-BIS_003;AGR_Audience257-BIS_019;Undirected;0.114
AGR_Audience257-BIS_003;AGR_Audience257-BIS_020;Undirected;0.118
AGR_Audience257-BIS_003;AGR_Audience257-BIS_021;Undirected;0.091
AGR_Audience257-BIS_003;AGR_Audience257-BIS_022;Undirected;0.08
AGR_Audience257-BIS_003;AGR_Audience257-BIS_023;Undirected;0.113
AGR_Audience257-BIS_003;AGR_Audience257-BIS_024;Undirected;0.151
AGR_Audience257-BIS_003;AGR_Audience257-BIS_025;Undirected;0.07
AGR_Audience257-BIS_003;AGR_Audience257-BIS_026;Undirected;0.06
AGR_Audience257-BIS_003;AGR_Audience257-BIS_027;Undirected;0.125
AGR_Audience257-BIS_003;AGR_Audience257-BIS_028;Undirected;0.082
AGR_Audience257-BIS_003;AGR_Audience1398-6_001;Undirected;0.056
AGR_Audience257-BIS_004;AGR_Audience257-BIS_005;Undirected;0.098
AGR_Audience257-BIS_004;AGR_Audience257-BIS_006;Undirected;0.085
AGR_Audience257-BIS_004;AGR_Audience257-BIS_007;Undirected;0.102
AGR_Audience257-BIS_004;AGR_Audience257-BIS_008;Undirected;0.157
AGR_Audience257-BIS_004;AGR_Audience257-BIS_009;Undirected;0.034
AGR_Audience257-BIS_004;AGR_Audience257-BIS_010;Undirected;0.102
AGR_Audience257-BIS_004;AGR_Audience257-BIS_011;Undirected;0.087
AGR_Audience257-BIS_004;AGR_Audience257-BIS_012;Undirected;0.046
AGR_Audience257-BIS_004;AGR_Audience257-BIS_014;Undirected;0.041
AGR_Audience257-BIS_004;AGR_Audience257-BIS_015;Undirected;0.025
AGR_Audience257-BIS_004;AGR_Audience257-BIS_016;Undirected;0.12
AGR_Audience257-BIS_004;AGR_Audience257-BIS_017;Undirected;0.069
AGR_Audience257-BIS_004;AGR_Audience257-BIS_018;Undirected;0.046
AGR_Audience257-BIS_004;AGR_Audience257-BIS_019;Undirected;0.068
AGR_Audience257-BIS_004;AGR_Audience257-BIS_020;Undirected;0.081
AGR_Audience257-BIS_004;AGR_Audience257-BIS_021;Undirected;0.077
AGR_Audience257-BIS_004;AGR_Audience257-BIS_022;Undirected;0.088
AGR_Audience257-BIS_004;AGR_Audience257-BIS_023;Undirected;0.053
AGR_Audience257-BIS_004;AGR_Audience257-BIS_024;Undirected;0.042
AGR_Audience257-BIS_004;AGR_Audience257-BIS_025;Undirected;0.091
AGR_Audience257-BIS_004;AGR_Audience257-BIS_026;Undirected;0.119
AGR_Audience257-BIS_004;AGR_Audience257-BIS_027;Undirected;0.051
AGR_Audience257-BIS_004;AGR_Audience257-BIS_028;Undirected;0.081
AGR_Audience257-BIS_004;AGR_Audience1398-6_001;Undirected;0.052
AGR_Audience257-BIS_005;AGR_Audience257-BIS_006;Undirected;0.166
AGR_Audience257-BIS_005;AGR_Audience257-BIS_007;Undirected;0.129
AGR_Audience257-BIS_005;AGR_Audience257-BIS_008;Undirected;0.157
AGR_Audience257-BIS_005;AGR_Audience257-BIS_009;Undirected;0.123
AGR_Audience257-BIS_005;AGR_Audience257-BIS_010;Undirected;0.19
AGR_Audience257-BIS_005;AGR_Audience257-BIS_011;Undirected;0.178
AGR_Audience257-BIS_005;AGR_Audience257-BIS_012;Undirected;0.181
AGR_Audience257-BIS_005;AGR_Audience257-BIS_014;Undirected;0.147
AGR_Audience257-BIS_005;AGR_Audience257-BIS_015;Undirected;0.096
AGR_Audience257-BIS_005;AGR_Audience257-BIS_016;Undirected;0.235
AGR_Audience257-BIS_005;AGR_Audience257-BIS_017;Undirected;0.133
AGR_Audience257-BIS_005;AGR_Audience257-BIS_018;Undirected;0.152
AGR_Audience257-BIS_005;AGR_Audience257-BIS_019;Undirected;0.148
AGR_Audience257-BIS_005;AGR_Audience257-BIS_020;Undirected;0.21
AGR_Audience257-BIS_005;AGR_Audience257-BIS_021;Undirected;0.133
AGR_Audience257-BIS_005;AGR_Audience257-BIS_022;Undirected;0.082
AGR_Audience257-BIS_005;AGR_Audience257-BIS_023;Undirected;0.21
AGR_Audience257-BIS_005;AGR_Audience257-BIS_024;Undirected;0.125
AGR_Audience257-BIS_005;AGR_Audience257-BIS_025;Undirected;0.105
AGR_Audience257-BIS_005;AGR_Audience257-BIS_026;Undirected;0.095
AGR_Audience257-BIS_005;AGR_Audience257-BIS_027;Undirected;0.191
AGR_Audience257-BIS_005;AGR_Audience257-BIS_028;Undirected;0.195
AGR_Audience257-BIS_005;AGR_Audience1398-6_001;Undirected;0.054
AGR_Audience257-BIS_006;AGR_Audience257-BIS_007;Undirected;0.117
AGR_Audience257-BIS_006;AGR_Audience257-BIS_008;Undirected;0.201
AGR_Audience257-BIS_006;AGR_Audience257-BIS_009;Undirected;0.061
AGR_Audience257-BIS_006;AGR_Audience257-BIS_010;Undirected;0.159
AGR_Audience257-BIS_006;AGR_Audience257-BIS_011;Undirected;0.117
AGR_Audience257-BIS_006;AGR_Audience257-BIS_012;Undirected;0.22
AGR_Audience257-BIS_006;AGR_Audience257-BIS_014;Undirected;0.227
AGR_Audience257-BIS_006;AGR_Audience257-BIS_015;Undirected;0.078
AGR_Audience257-BIS_006;AGR_Audience257-BIS_016;Undirected;0.116
AGR_Audience257-BIS_006;AGR_Audience257-BIS_017;Undirected;0.104
AGR_Audience257-BIS_006;AGR_Audience257-BIS_018;Undirected;0.124
AGR_Audience257-BIS_006;AGR_Audience257-BIS_019;Undirected;0.203
AGR_Audience257-BIS_006;AGR_Audience257-BIS_020;Undirected;0.107
AGR_Audience257-BIS_006;AGR_Audience257-BIS_021;Undirected;0.157
AGR_Audience257-BIS_006;AGR_Audience257-BIS_022;Undirected;0.071
AGR_Audience257-BIS_006;AGR_Audience257-BIS_023;Undirected;0.17
AGR_Audience257-BIS_006;AGR_Audience257-BIS_024;Undirected;0.148
AGR_Audience257-BIS_006;AGR_Audience257-BIS_025;Undirected;0.079
AGR_Audience257-BIS_006;AGR_Audience257-BIS_026;Undirected;0.072
AGR_Audience257-BIS_006;AGR_Audience257-BIS_027;Undirected;0.176
AGR_Audience257-BIS_006;AGR_Audience257-BIS_028;Undirected;0.228
AGR_Audience257-BIS_006;AGR_Audience1398-6_001;Undirected;0.044
AGR_Audience257-BIS_007;AGR_Audience257-BIS_008;Undirected;0.194
AGR_Audience257-BIS_007;AGR_Audience257-BIS_009;Undirected;0.141
AGR_Audience257-BIS_007;AGR_Audience257-BIS_010;Undirected;0.153
AGR_Audience257-BIS_007;AGR_Audience257-BIS_011;Undirected;0.07
AGR_Audience257-BIS_007;AGR_Audience257-BIS_012;Undirected;0.077
AGR_Audience257-BIS_007;AGR_Audience257-BIS_014;Undirected;0.08
AGR_Audience257-BIS_007;AGR_Audience257-BIS_015;Undirected;0.042
AGR_Audience257-BIS_007;AGR_Audience257-BIS_016;Undirected;0.04
AGR_Audience257-BIS_007;AGR_Audience257-BIS_017;Undirected;0.102
AGR_Audience257-BIS_007;AGR_Audience257-BIS_018;Undirected;0.069
AGR_Audience257-BIS_007;AGR_Audience257-BIS_019;Undirected;0.167
AGR_Audience257-BIS_007;AGR_Audience257-BIS_020;Undirected;0.07
AGR_Audience257-BIS_007;AGR_Audience257-BIS_021;Undirected;0.056
AGR_Audience257-BIS_007;AGR_Audience257-BIS_022;Undirected;0.043
AGR_Audience257-BIS_007;AGR_Audience257-BIS_023;Undirected;0.108
AGR_Audience257-BIS_007;AGR_Audience257-BIS_024;Undirected;0.138
AGR_Audience257-BIS_007;AGR_Audience257-BIS_025;Undirected;0.042
AGR_Audience257-BIS_007;AGR_Audience257-BIS_026;Undirected;0.041
AGR_Audience257-BIS_007;AGR_Audience257-BIS_027;Undirected;0.109
AGR_Audience257-BIS_007;AGR_Audience257-BIS_028;Undirected;0.072
AGR_Audience257-BIS_007;AGR_Audience1398-6_001;Undirected;0.083
AGR_Audience257-BIS_008;AGR_Audience257-BIS_009;Undirected;0.124
AGR_Audience257-BIS_008;AGR_Audience257-BIS_010;Undirected;0.242
AGR_Audience257-BIS_008;AGR_Audience257-BIS_011;Undirected;0.189
AGR_Audience257-BIS_008;AGR_Audience257-BIS_012;Undirected;0.236
AGR_Audience257-BIS_008;AGR_Audience257-BIS_014;Undirected;0.215
AGR_Audience257-BIS_008;AGR_Audience257-BIS_015;Undirected;0.087
AGR_Audience257-BIS_008;AGR_Audience257-BIS_016;Undirected;0.18
AGR_Audience257-BIS_008;AGR_Audience257-BIS_017;Undirected;0.187
AGR_Audience257-BIS_008;AGR_Audience257-BIS_018;Undirected;0.107
AGR_Audience257-BIS_008;AGR_Audience257-BIS_019;Undirected;0.306
AGR_Audience257-BIS_008;AGR_Audience257-BIS_020;Undirected;0.129
AGR_Audience257-BIS_008;AGR_Audience257-BIS_021;Undirected;0.219
AGR_Audience257-BIS_008;AGR_Audience257-BIS_022;Undirected;0.065
AGR_Audience257-BIS_008;AGR_Audience257-BIS_023;Undirected;0.123
AGR_Audience257-BIS_008;AGR_Audience257-BIS_024;Undirected;0.198
AGR_Audience257-BIS_008;AGR_Audience257-BIS_025;Undirected;0.101
AGR_Audience257-BIS_008;AGR_Audience257-BIS_026;Undirected;0.189
AGR_Audience257-BIS_008;AGR_Audience257-BIS_027;Undirected;0.18
AGR_Audience257-BIS_008;AGR_Audience257-BIS_028;Undirected;0.203
AGR_Audience257-BIS_008;AGR_Audience1398-6_001;Undirected;0.078
AGR_Audience257-BIS_009;AGR_Audience257-BIS_010;Undirected;0.156
AGR_Audience257-BIS_009;AGR_Audience257-BIS_011;Undirected;0.179
AGR_Audience257-BIS_009;AGR_Audience257-BIS_012;Undirected;0.098
AGR_Audience257-BIS_009;AGR_Audience257-BIS_014;Undirected;0.063
AGR_Audience257-BIS_009;AGR_Audience257-BIS_015;Undirected;0.097
AGR_Audience257-BIS_009;AGR_Audience257-BIS_016;Undirected;0.081
AGR_Audience257-BIS_009;AGR_Audience257-BIS_017;Undirected;0.134
AGR_Audience257-BIS_009;AGR_Audience257-BIS_018;Undirected;0.045
AGR_Audience257-BIS_009;AGR_Audience257-BIS_019;Undirected;0.112
AGR_Audience257-BIS_009;AGR_Audience257-BIS_020;Undirected;0.078
AGR_Audience257-BIS_009;AGR_Audience257-BIS_021;Undirected;0.067
AGR_Audience257-BIS_009;AGR_Audience257-BIS_022;Undirected;0.08
AGR_Audience257-BIS_009;AGR_Audience257-BIS_023;Undirected;0.086
AGR_Audience257-BIS_009;AGR_Audience257-BIS_024;Undirected;0.037
AGR_Audience257-BIS_009;AGR_Audience257-BIS_025;Undirected;0.071
AGR_Audience257-BIS_009;AGR_Audience257-BIS_026;Undirected;0.044
AGR_Audience257-BIS_009;AGR_Audience257-BIS_027;Undirected;0.131
AGR_Audience257-BIS_009;AGR_Audience257-BIS_028;Undirected;0.091
AGR_Audience257-BIS_009;AGR_Audience1398-6_001;Undirected;0.03
AGR_Audience257-BIS_010;AGR_Audience257-BIS_011;Undirected;0.151
AGR_Audience257-BIS_010;AGR_Audience257-BIS_012;Undirected;0.152
AGR_Audience257-BIS_010;AGR_Audience257-BIS_014;Undirected;0.174
AGR_Audience257-BIS_010;AGR_Audience257-BIS_015;Undirected;0.166
AGR_Audience257-BIS_010;AGR_Audience257-BIS_016;Undirected;0.195
AGR_Audience257-BIS_010;AGR_Audience257-BIS_017;Undirected;0.118
AGR_Audience257-BIS_010;AGR_Audience257-BIS_018;Undirected;0.156
AGR_Audience257-BIS_010;AGR_Audience257-BIS_019;Undirected;0.167
AGR_Audience257-BIS_010;AGR_Audience257-BIS_020;Undirected;0.159
AGR_Audience257-BIS_010;AGR_Audience257-BIS_021;Undirected;0.157
AGR_Audience257-BIS_010;AGR_Audience257-BIS_022;Undirected;0.107
AGR_Audience257-BIS_010;AGR_Audience257-BIS_023;Undirected;0.145
AGR_Audience257-BIS_010;AGR_Audience257-BIS_024;Undirected;0.146
AGR_Audience257-BIS_010;AGR_Audience257-BIS_025;Undirected;0.114
AGR_Audience257-BIS_010;AGR_Audience257-BIS_026;Undirected;0.11
AGR_Audience257-BIS_010;AGR_Audience257-BIS_027;Undirected;0.14
AGR_Audience257-BIS_010;AGR_Audience257-BIS_028;Undirected;0.176
AGR_Audience257-BIS_010;AGR_Audience1398-6_001;Undirected;0.058
AGR_Audience257-BIS_011;AGR_Audience257-BIS_012;Undirected;0.155
AGR_Audience257-BIS_011;AGR_Audience257-BIS_014;Undirected;0.136
AGR_Audience257-BIS_011;AGR_Audience257-BIS_015;Undirected;0.06
AGR_Audience257-BIS_011;AGR_Audience257-BIS_016;Undirected;0.177
AGR_Audience257-BIS_011;AGR_Audience257-BIS_017;Undirected;0.165
AGR_Audience257-BIS_011;AGR_Audience257-BIS_018;Undirected;0.219
AGR_Audience257-BIS_011;AGR_Audience257-BIS_019;Undirected;0.178
AGR_Audience257-BIS_011;AGR_Audience257-BIS_020;Undirected;0.139
AGR_Audience257-BIS_011;AGR_Audience257-BIS_021;Undirected;0.106
AGR_Audience257-BIS_011;AGR_Audience257-BIS_022;Undirected;0.124
AGR_Audience257-BIS_011;AGR_Audience257-BIS_023;Undirected;0.172
AGR_Audience257-BIS_011;AGR_Audience257-BIS_024;Undirected;0.236
AGR_Audience257-BIS_011;AGR_Audience257-BIS_025;Undirected;0.073
AGR_Audience257-BIS_011;AGR_Audience257-BIS_026;Undirected;0.086
AGR_Audience257-BIS_011;AGR_Audience257-BIS_027;Undirected;0.168
AGR_Audience257-BIS_011;AGR_Audience257-BIS_028;Undirected;0.132
AGR_Audience257-BIS_011;AGR_Audience1398-6_001;Undirected;0.059
AGR_Audience257-BIS_012;AGR_Audience257-BIS_014;Undirected;0.342
AGR_Audience257-BIS_012;AGR_Audience257-BIS_015;Undirected;0.119
AGR_Audience257-BIS_012;AGR_Audience257-BIS_016;Undirected;0.145
AGR_Audience257-BIS_012;AGR_Audience257-BIS_017;Undirected;0.111
AGR_Audience257-BIS_012;AGR_Audience257-BIS_018;Undirected;0.111
AGR_Audience257-BIS_012;AGR_Audience257-BIS_019;Undirected;0.217
AGR_Audience257-BIS_012;AGR_Audience257-BIS_020;Undirected;0.139
AGR_Audience257-BIS_012;AGR_Audience257-BIS_021;Undirected;0.172
AGR_Audience257-BIS_012;AGR_Audience257-BIS_022;Undirected;0.056
AGR_Audience257-BIS_012;AGR_Audience257-BIS_023;Undirected;0.118
AGR_Audience257-BIS_012;AGR_Audience257-BIS_024;Undirected;0.132
AGR_Audience257-BIS_012;AGR_Audience257-BIS_025;Undirected;0.033
AGR_Audience257-BIS_012;AGR_Audience257-BIS_026;Undirected;0.133
AGR_Audience257-BIS_012;AGR_Audience257-BIS_027;Undirected;0.251
AGR_Audience257-BIS_012;AGR_Audience257-BIS_028;Undirected;0.293
AGR_Audience257-BIS_012;AGR_Audience1398-6_001;Undirected;0.04
AGR_Audience257-BIS_014;AGR_Audience257-BIS_015;Undirected;0.077
AGR_Audience257-BIS_014;AGR_Audience257-BIS_016;Undirected;0.13
AGR_Audience257-BIS_014;AGR_Audience257-BIS_017;Undirected;0.112
AGR_Audience257-BIS_014;AGR_Audience257-BIS_018;Undirected;0.108
AGR_Audience257-BIS_014;AGR_Audience257-BIS_019;Undirected;0.328
AGR_Audience257-BIS_014;AGR_Audience257-BIS_020;Undirected;0.146
AGR_Audience257-BIS_014;AGR_Audience257-BIS_021;Undirected;0.213
AGR_Audience257-BIS_014;AGR_Audience257-BIS_022;Undirected;0.049
AGR_Audience257-BIS_014;AGR_Audience257-BIS_023;Undirected;0.122
AGR_Audience257-BIS_014;AGR_Audience257-BIS_024;Undirected;0.143
AGR_Audience257-BIS_014;AGR_Audience257-BIS_025;Undirected;0.066
AGR_Audience257-BIS_014;AGR_Audience257-BIS_026;Undirected;0.098
AGR_Audience257-BIS_014;AGR_Audience257-BIS_027;Undirected;0.221
AGR_Audience257-BIS_014;AGR_Audience257-BIS_028;Undirected;0.266
AGR_Audience257-BIS_014;AGR_Audience1398-6_001;Undirected;0.05
AGR_Audience257-BIS_015;AGR_Audience257-BIS_016;Undirected;0.047
AGR_Audience257-BIS_015;AGR_Audience257-BIS_017;Undirected;0.045
AGR_Audience257-BIS_015;AGR_Audience257-BIS_018;Undirected;0.005
AGR_Audience257-BIS_015;AGR_Audience257-BIS_019;Undirected;0.088
AGR_Audience257-BIS_015;AGR_Audience257-BIS_020;Undirected;0.066
AGR_Audience257-BIS_015;AGR_Audience257-BIS_021;Undirected;0.083
AGR_Audience257-BIS_015;AGR_Audience257-BIS_022;Undirected;0.02
AGR_Audience257-BIS_015;AGR_Audience257-BIS_023;Undirected;0.102
AGR_Audience257-BIS_015;AGR_Audience257-BIS_024;Undirected;0.051
AGR_Audience257-BIS_015;AGR_Audience257-BIS_025;Undirected;0.014
AGR_Audience257-BIS_015;AGR_Audience257-BIS_026;Undirected;0.026
AGR_Audience257-BIS_015;AGR_Audience257-BIS_027;Undirected;0.104
AGR_Audience257-BIS_015;AGR_Audience257-BIS_028;Undirected;0.069
AGR_Audience257-BIS_015;AGR_Audience1398-6_001;Undirected;0.016
AGR_Audience257-BIS_016;AGR_Audience257-BIS_017;Undirected;0.108
AGR_Audience257-BIS_016;AGR_Audience257-BIS_018;Undirected;0.176
AGR_Audience257-BIS_016;AGR_Audience257-BIS_019;Undirected;0.158
AGR_Audience257-BIS_016;AGR_Audience257-BIS_020;Undirected;0.128
AGR_Audience257-BIS_016;AGR_Audience257-BIS_021;Undirected;0.128
AGR_Audience257-BIS_016;AGR_Audience257-BIS_022;Undirected;0.114
AGR_Audience257-BIS_016;AGR_Audience257-BIS_023;Undirected;0.111
AGR_Audience257-BIS_016;AGR_Audience257-BIS_024;Undirected;0.202
AGR_Audience257-BIS_016;AGR_Audience257-BIS_025;Undirected;0.598
AGR_Audience257-BIS_016;AGR_Audience257-BIS_026;Undirected;0.137
AGR_Audience257-BIS_016;AGR_Audience257-BIS_027;Undirected;0.126
AGR_Audience257-BIS_016;AGR_Audience257-BIS_028;Undirected;0.161
AGR_Audience257-BIS_016;AGR_Audience1398-6_001;Undirected;0.037
AGR_Audience257-BIS_017;AGR_Audience257-BIS_018;Undirected;0.062
AGR_Audience257-BIS_017;AGR_Audience257-BIS_019;Undirected;0.112
AGR_Audience257-BIS_017;AGR_Audience257-BIS_020;Undirected;0.079
AGR_Audience257-BIS_017;AGR_Audience257-BIS_021;Undirected;0.147
AGR_Audience257-BIS_017;AGR_Audience257-BIS_022;Undirected;0.037
AGR_Audience257-BIS_017;AGR_Audience257-BIS_023;Undirected;0.047
AGR_Audience257-BIS_017;AGR_Audience257-BIS_024;Undirected;0.126
AGR_Audience257-BIS_017;AGR_Audience257-BIS_025;Undirected;0.057
AGR_Audience257-BIS_017;AGR_Audience257-BIS_026;Undirected;0.135
AGR_Audience257-BIS_017;AGR_Audience257-BIS_027;Undirected;0.106
AGR_Audience257-BIS_017;AGR_Audience257-BIS_028;Undirected;0.071
AGR_Audience257-BIS_017;AGR_Audience1398-6_001;Undirected;0.108
AGR_Audience257-BIS_018;AGR_Audience257-BIS_019;Undirected;0.137
AGR_Audience257-BIS_018;AGR_Audience257-BIS_020;Undirected;0.168
AGR_Audience257-BIS_018;AGR_Audience257-BIS_021;Undirected;0.11
AGR_Audience257-BIS_018;AGR_Audience257-BIS_022;Undirected;0.056
AGR_Audience257-BIS_018;AGR_Audience257-BIS_023;Undirected;0.166
AGR_Audience257-BIS_018;AGR_Audience257-BIS_024;Undirected;0.204
AGR_Audience257-BIS_018;AGR_Audience257-BIS_025;Undirected;0.088
AGR_Audience257-BIS_018;AGR_Audience257-BIS_026;Undirected;0.043
AGR_Audience257-BIS_018;AGR_Audience257-BIS_027;Undirected;0.098
AGR_Audience257-BIS_018;AGR_Audience257-BIS_028;Undirected;0.134
AGR_Audience257-BIS_018;AGR_Audience1398-6_001;Undirected;0.01
AGR_Audience257-BIS_019;AGR_Audience257-BIS_020;Undirected;0.157
AGR_Audience257-BIS_019;AGR_Audience257-BIS_021;Undirected;0.292
AGR_Audience257-BIS_019;AGR_Audience257-BIS_022;Undirected;0.061
AGR_Audience257-BIS_019;AGR_Audience257-BIS_023;Undirected;0.149
AGR_Audience257-BIS_019;AGR_Audience257-BIS_024;Undirected;0.188
AGR_Audience257-BIS_019;AGR_Audience257-BIS_025;Undirected;0.059
AGR_Audience257-BIS_019;AGR_Audience257-BIS_026;Undirected;0.121
AGR_Audience257-BIS_019;AGR_Audience257-BIS_027;Undirected;0.242
AGR_Audience257-BIS_019;AGR_Audience257-BIS_028;Undirected;0.213
AGR_Audience257-BIS_019;AGR_Audience1398-6_001;Undirected;0.07
AGR_Audience257-BIS_020;AGR_Audience257-BIS_021;Undirected;0.113
AGR_Audience257-BIS_020;AGR_Audience257-BIS_022;Undirected;0.102
AGR_Audience257-BIS_020;AGR_Audience257-BIS_023;Undirected;0.229
